text,label,language
"WATCH | Daniel Padilla interviews Mar Roxas, gets mixed reviews https://t.co/61eyq1w6MF",0,English
Not sure why Binay isn't giving up. He's 10M behind Duterte and there's just less than 10M votes that's yet to be counted. #Halalan2016,0,English
Tangina naman yung ad ni Binay nakabwisit!,1,English
Binay’s big promise: No income tax for workers earning P30K monthly and below: Vice President Jejomar Binay vo... https://t.co/hOmPUO1AQ8,0,English
"""Ano masasabi mo sa performance ni Binay sa recent presidential debate?"" Me: https://t.co/sPnrx3pXm2",0,Filipino
Tangina ka Enrile. Di naman masyadong halatang solid binay supporter ka. #MamasapanoSenateHearing,1,Filipino
@suigeneris_05 Errata: Binay pa rin ang may pinakamataas na distrust at disapproval ratings.,1,English
Introduction mo Mar Roxas panay paninira lang sa kapwa mo kandidato. ?? #PiliPinasDebates2016 #TeamReplay,1,Filipino
I VOTE ROXAS #Halalan2016 Mar Daang Matuwid RORO RISING All things are possible if you believe.,0,English
Nakakairita commercial ni Binay!!!,1,English
"""@ANCALERTS: Sen. Binay: UNA had nothing to do with Poe residency issue"" Wag mo kami gawing tanga at wag kang magmalinis. Ano kami, bobo?",1,English
Si Binay yung kaklase mong nag top 1 nung Kinder pero hanggang college niyayabang niya. Lels.,1,English
VP Binay tikom ang bibig sa pahayag ni Sen. JV Ejercito na si Sen. Grace Poe ang susuportahan ng kanyang ama na si Erap |via Allan Francisco,0,Filipino
RT TVPatrol: KILALANIN: Vice President Jejomar Binay https://t.co/f5rM68MvaX #Halalan2016 https://t.co/EwAtt7ShBc,0,English
"Ito si Binay Hindi sya nagchachat sa kung sino sino at sinasabing ""Kuya/Ate palike naman po nito"".'Di kupal si Binay Tularan si Binay",0,Filipino
@a7xrica Yun nga eh. Pero may sakit si Miriam. Ang hirap nito hati na mga boto sa kanila baka manalo pa tuloy si Binay.,0,Filipino
This is what I fear. A population of the Philippines is stupid enough to vote for Binay. PLEASE don't let that happen.,1,English
I'll not lead an uprising if Binay wins — Trillanes https://t.co/EXPhhaO7R6,0,English
"""Tignan mo to si Binay kung ano akong kwento nanaman iniimbento"" -Mudang ??",0,Filipino
How did Binay manage to afford all this even after his accounts were frozen? Who does he owe? https://t.co/Em01B1ju02,0,English
"If the 2016 elections was a race between Mayor Rodrigo Duterte and former DILG Secretary Mar Roxas, who would... https://t.co/WmW8xmoR2J",0,English
Bagay na bagay kayo promise para kayong anak ni Binay??,0,Filipino
"Ilang kilometro na nalakad ni Binay? Other than that, this debate won't be as good as TV5's. Karen is a disappointment #PiliPinasDebates2016",1,English
Take a shot when: Binay mentions Makati Duterte mentions Davao Poe mentions FPJ Roxas mentions Daang Matuwid,0,English
@zaicajane kayo nalang ni binay. forever kayo eh. XD azar,0,Filipino
"@cnnphilippines The reason Mar Roxas can't increase his numbers is that he is dumb and stupid and lacks sincerity, factors that can't be hid",1,English
"Binay &amp; Roxas kung hindi kayo mananalo, SHUT UP nalang kayo.",1,Filipino
"Binay to PH Business Expo: I hope should you invite me again next year, I'd be the President of the Philippines. #PHvote",0,English
"""Ang boboto kay Binay, tanga.""-taxi driver, ang hard. Haha! :)))",1,Filipino
The propaganda act didn't define Mayor Duterte. It defined how politicians in our country do dirty acts to gain power.  DUTERTE TILL THE END,0,English
@gmanews kung  walang cortuption walang poverty. isis isip ka naman binay @koy_lan,1,English
ang layo ng mga sagot ni binay pota,1,Filipino
Say NO to plunderers! A BIG NO to Binay!!!  https://t.co/oRSNYZ3k1V,1,English
"I think we all KNOW who Noy's ""secret candidate"" is. *cough*BINAY*cough* https://t.co/dVPmhyRSjv #DaangMatuwid #CoryFavorite",0,English
"@Senyora Ang medjo nakakatakot manalo si Robredo baka ipa-impeach nya si Duterte.. eh galamay yan ni Roxas ,isama na si Trillanes.",0,Filipino
Pol Ad: Nakakaiyak naman si Binay. Awang-awa ako sa kanya. Joke. Big joke. #AsawaKongAswang #ALDUBHappyBdayLOLA https://t.co/EIwJ3nXh55,1,Filipino
Nakita ngaun ng kalaban ni VP Binay kung gaano kadami ang sumusuporta sknya iyak nalang kau Only B1NAY #OnlyBinayWinner,0,Filipino
"Pabebe ka ng taon DUTERTE sige tumakbo ka ng maghati boto niyo nila POE , MIRIAM at IKAW, at nang manalo pa si BINAY -_- dahil sa gagawin mo",1,Filipino
@jeiyoungs Kaano-ano ni Binay si Villar?,0,Filipino
Chiz slams VP Binay and LP’s offer for Gordon to file DQ cases against Poe https://t.co/V7fbrj0qIJ,0,English
Burn binay! Hahahahahaha KATHNIEL in Aklan #VoteKathrynFPP #KCA,1,English
"Lahat nalang sa AlDub fans sinisisi. Nognog si Binay, kami may kasalanan. Binoboycott ABS, kami. Bagyo at baha kami parin. #MrAndMrsSotto",1,Filipino
"If Duterte won't run for President, I'll go for Santiago and Bongbong tandem as long as they will appoint Duterte as DILG secretary.",0,English
@cruzjheeen yung last link na sinend ko nandun si Binay :((,0,Filipino
"""Mar Roxas is not the first choice, but he's the best choice."" ????",0,English
"NAKAKATAINGA TLAGA SI MAR ROXAS . Di pwede to . Ganun nalang ba yun pag nakadayaan sa Election at nanalo sya ,... https://t.co/AHTDau4pbl",1,English
"I'm not into VP Binay or what, but really people? Just because the media and other politicians has something to... https://t.co/VWeEAkXl00",0,English
Sen. Trillanes accuses VP Binay of lying and trying to deceive public in his TV ad showing… https://t.co/isahD3so85 https://t.co/bKW72V9vEu,0,English
Quicho: Dito magsisimula ang kampanya ni VP Binay laban sa kahirapan. @PhilippineStar #BilangPilipino,0,Filipino
"Basta pag si Poe o si Binay ang nag-anoint ng successor sa 2022 at lahat ng ginagawa nina Mar/Leni now e gawin din nila, OK din sa inyo, ha?",0,Filipino
"Sana yung binoto nyo kay Poe-Roxas-Binay, binoto nyo nalang kay Miriam eh",0,Filipino
"""At hindi ko kayo nanakawan."" -- #MarRoxas HAHA BOGUS AD! Can you say desparate??!!? #ELECTIONS2016",1,English
Nako Mar Roxas!Bakit naging pangalawa ka ??!tsk.tsk. alam na,1,Filipino
Oa lang naman yung mga die hard fans ni dut//erte. Pero kung kay Binay or Mar Roxas ginawa yun matutuwa sila pa sila. :-),0,Filipino
Tatakbo na si Duterte! So mahahati ang boto sa knila ni Miriam. At the end si Mar Roxas pa mananalo. Haynako! ??,1,Filipino
"Sen. Bongbong Marcos gamely says he can get along with all presidentiables, Binay is also from… https://t.co/HeKJ0H4x1E",0,English
"@rapplerdotcom this Allan Cayetano is a disgrace, babbling his mouth since gloria adm regarding Mike Arroyo and proven NOTHING. ?? Zero vote",1,English
"1 sinungaling, 1 bagito 2 masakitin na matanda, saan ako lalagay? Doon na sa sigurado #MarWithAPlan #RoxasRobredo https://t.co/iA8id5Pi8g",1,Filipino
"In this election period, real image of people were revealed. Very much dismayed to Abscbn, Trillanes &amp; Roxas. Is there in conspiracy behind?",0,English
"RT @aliceyana1: ""Imagine what havoc a #Binay - #Marcos administration can wreak"" Who’s afraid of #2016 ?  https://t.co/15Wll6rXmZ #PHVote #…",0,English
Desperate move Mar Roxas! Jusko. Lumaban ka ng patas! #MARumi,1,Filipino
Walang pinagkaiba si Binay sa isang 10 year old na tampururot. Masyadong paawa sa TV ads amp.,1,Filipino
"Mar, Binay, Poe tigilan niyo na ang paggamit sa taong gutom. Hindi porket mahirap pwede niyo n paglaruan ang buhay. https://t.co/i0B2isZCvt",1,Filipino
"RT kung traffic sa EDSA LIKE kung hindi mo iboboto si Binay QT kung ano sa tingin nyo ang laman ng biceps ni Alden #VoteMaineFPP  #KCA""",0,Filipino
"#AbiasCBN why did you not report on Grace Poe's about the ""hakot buses"" in which passengers are stranded? @ABSCBNNews",1,English
bakit mas mukhang may  sakit si grace poe kesa kay miriam? sns,0,Filipino
"Poe, Binay, Duterte ‘all good’ for Migz https://t.co/StnnHCaOwG",0,English
"VP Binay, UNA condemn killing of former councilor of Sto. Tomas  https://t.co/erXBgg6tor | via GMA News",0,English
#WeAreForMar #MightAsWell #DKKidnap #RoxasRobredo https://t.co/UFaWtU4vAq,0,English
"Maski mag as one pamo Poe and Roxas, you can't still defeat Duterte.",0,English
@PhilstarNews wla nmn kaung mgndang ibinabalita kay Binay. Di nyo kami mlloko dito #OnlyBinayInMakatiSanKaPa  Ang Pagbabalik Binay In Makati,1,English
alam mo binay alam na naming pandak at nognog ka wag mo na ibroadcast. ??,1,English
"Mga kandidatong pasok sa opisyal na balota: For president: 1. BINAY, Jejomar C (UNA) 2. DEFENSOR-SANTIAGO, Miriam... https://t.co/LfwV7AUrV0",0,English
Binay gave us again one reason to not vote for him. #NognogHambog,1,English
Takot na si Trillanes &amp; Roxas. Kaya grabe nalang nila siraan si Duterte ?? Sila kasi unang titirahin ni Duterte if ever na manalo siya eh ??,1,Filipino
bakit si roxas ayaw pumunta? di lang kasi boo abutin niya! GO VP BINAY! #binayforpresident #NogNogSinunog #onlybinay https://t.co/zlfei5tORD,1,Filipino
RT @itssmilyne: Daming commercial ni Binay! May bago na naman. Yaman. Hahahahahaha AlwaysBeThereFor KamZo,0,English
"Mar Roxas srsly needs a PR specialist or something. Although, it's rather enlightening, the absurd things coming out of his mouth.",1,English
Binay tops pre-election survey https://t.co/1IkY9yPm2D | via Eagle News,0,English
Sa tuwing napapanood ko yung ad ni Roxas at Binay nababadtrip ako taena!,1,Filipino
REtweet mo kung pabebe si Mar Roxas,1,Filipino
Traffic na naman dito makati haaay binay,1,Filipino
SI VP Binay alam kung paano paunladin ang bansa. #OnlyBinayBFF,0,Filipino
@MicaAncajas because people loves to complain. I VOTE ROXAS #Halalan2016 Mar Daang Matuwid RORO RISING,0,English
"Roxas &amp; Binay reaching out to the poor, Miriam to the educated, and Poe to...uhm...Comelec daw muna. May kaso pa e. ??",0,English
Binay is out of his mind.. No VAT for 30k and below earner is such a ridiculous thing you could ever imagine .,1,English
RT @kimagravante1: pati si binay ideal boy na ng mga babae hahahaha :D,0,Filipino
Grace poe is down in the second rank in the survey #Poe2016,0,English
Nakita nyo na ba yung Mar Roxas at Miriam Santiago ng San Marcelino? HAHAHAHAHAHAHAHAHAAHAHHAHAHAHAHAHAHAHAHAHAHA,0,English
Bunga ng hilaw na pamamalakad. Kaya hinding hindi talaga ako boboto sayo Mar Roxas. https://t.co/yybupmzMCR,1,Filipino
"GUYS HELP ME SPREAD THIS. Dito po sa amin sa Lanao Del Norte, kahit si Duterte ang nilagay, si Roxas ang lalabas. ?? https://t.co/1hYXG0dMvn",0,Filipino
"Uh-oh, Poe's lead to Roxas is down to 20,377!!! #Du30 #PHElection2016",0,English
Duterte is running for president. Now this is a sure win for Binay. ??,0,English
"Sus Binay at Roxas, kahit walang joke na sinabi si Duterte, alam kong ibabash nyo parin sya. Don't me.",1,Filipino
"VP Binay, Ikaw na ang sagot sa kahirapan sa bansa #OnlyBinayPriority4Ps",0,Filipino
Mga pa-echos mo Binay! Ika'y tumigil!,0,Filipino
Ewan ko sayo Binay. Hindi yon dahil sayo na mayaman ang Makati. Dahil yon sa tax ng mga Ayala. ????,1,Filipino
"RT @maxell_lander: Luko-luko ka talaga Abaya! Anong ""sabotage""? - Ikaw at si Mar Roxas at Noy Aquino ang mga nag sabotage sa MRT! https://t…",1,Filipino
Ako lang ba ang may tingin na walang kwenta si binay. Hhaaha,1,Filipino
#LRT Sorry Bongbong Marcos =( I will NOT vote for you but I will vote for your running mate Miriam Defensor Santiago =) #NeverAgain,0,English
Ma si poe nalang kung ayaw mo si duterte! Wala ka ding ambag eh!,0,Filipino
"""@ANCALERTS: [VIDEO] Why Rep. Binay can never forgive Sen. Trillanes http://t.co/CrCsEvGuGG"" didn't even bother to read why. #diversionary",1,English
"#TV5Aksyon | VP Binay, nanligaw ng mga botante sa cavite. Umaaksyon si @inazara #BilangPilipino #news5aksyon",0,Filipino
"Mar Roxas' new commercial is such a big ""Ano ka ngayon Binay"" Nognog pa more. Trapo.",1,English
"@shekaiiinah hahahah mas sayang boto kapag kay binay, mar napunta hahaha (wag ka magalit kai) hahaha para sakin lang yan",0,Filipino
RT @PEPalerts: KathNiel leads celebrity gathering for presidential candidate Mar Roxas... https://t.co/L2iMzuLPRY via @SmileForDaniel,0,English
"Diktador ang dating ni @senmiriam, she who can't be questioned. NO to #Miriam2016. https://t.co/wIxRKePYui https://t.co/V5p0EtimMS",0,English
"VP Binay disagrees with Duterte, says death penalty not the solution against criminality | via @jv_arcena",0,English
Transcript of Mar Roxas' Interview On NAIA Tanim Bala: https://t.co/642pHLxCuC,0,English
Mar Roxas criticised for showing his receipt to the Media https://t.co/Jj4ht25ChG,0,English
"duterte &amp; miriam talaga ako. kung hindi sila, binay or poe. mar? wag na. ?? #PiliPinasDebates2016",0,Filipino
Jejomar Binay: Narinig niyo na naman ang mga bintang na walang kinahinatnan na ako ay nahatulan. #PiliPinasDebates2016,0,Filipino
si VP Binay ang kailangan para matapos ang kahirapan #MambobolangDuterte,1,Filipino
"""Kahit ano pa ang sabihin nila, ang Makati at Binay ay iisa."" - Abby Binay Entitled bitches.",1,Filipino
ibinoto nyo dapat kasi si ...  WISELY ! xD kadeee.. kahit sino na for President.. WAG lang si MAR ROXAS ! :-P,1,Filipino
"""Bakit dahil kay Binay....Bakit dahil kay Binay...."" Nognog. Pandak. Magnanakaw! Gago. Wala kang naloloko dito.",1,Filipino
@jowierivero lets just be honest..we both know leni is the only one that can pull an upset...but for the pres. Its duterte/poe/binay not mar,0,English
RT @BatchiFckngLuna: From Santiago to Duterte. Damn it. Bakit hindi na lang kasi silang dalwa yung tandem. Pinapahirapan pa 'ko jusko. #Du…,1,English
What a drama queen. Para kang si Binay. #iiyaknayan https://t.co/uy8oU7Jskt,1,English
"If you hate Binay or if you hate Duterte, then hindi niyo talaga na gets yung Debate.",0,English
Wag kang mag alala roxas ?? pagnanalo si du30 popondohan nya yung business nyong tsinelas ni korina ?? chill kalang,0,Filipino
"Only Binay? Karen Davila be like, 'Expound'. #Eleksyon2016",0,English
Ginagaya ni Paris yung batang naiyak sa commercial ni Binay! Hahahaha,0,Filipino
@Politiko_Ph Puro ka kalokohan MarRoxas wala kang alam sabhn kundi puro pani2ra sa kapwa mo papogi ka #OnlyBinayPriority4Ps,1,Filipino
"36. Kapag si Binay ay nagronda sa gabi, makikita mo ba siya?",1,Filipino
Maka-RoRo sa taas Maka-RoRo din sa baba #PHVoteRoxas #Roxas #LabanLeni #PHVoteMarLeni #MayoNaRoxasNa #WeAreForMar #RoxasRobredo,0,English
"@aisaraaap magpakatotoo tayo beh. Kahit corrupt si tatay, Binay pa rin. ??",1,Filipino
binay pakibigyan nalang sila ng cake,0,Filipino
"Front page: Binay's lead narrows, Duterte up in latest BW-SWS survey | Full story at https://t.co/fJMTYQzWZH https://t.co/JhZCCqayLF",0,English
@PhilippineStar lahat kaya ni VP Binay nalagpasan nya nga yung pangungulila yan pa ba mga binabato nyo sakanya #OnlyBinayInMakatiSanKaPa,0,Filipino
Humabol si Mar Roxas ;--;,1,English
"Binay: We need to increase IRA for 4th, 5th class municipalities. We must empower local government units, make them accountable. #PHvote",0,English
"Mar Roxas knows Grace Poe's number. Nagpapresscon pa talaga, sana tinawagan niya. Papansin masyado. Drama queen. #disente",1,Filipino
"My turn. Can you verify this, @interaksyon? Never mind the other 2 baka takot k Poe.#PhVote #HakotPaMore #PHVotePoe https://t.co/3kFHRNJI1s",0,English
"Meanwhile, Binay and Grace, di pa namin nakakalimutan ang issues against you despite saying #NoToDuterte. #NoToBinay #NoToTraPoe",1,English
"back to politics, mas may pagasa pang manalo si binay kaysa kay roxas",0,English
...parang gustong palabasin ni Mar Roxas na lahat ng pulitiko ay magnanakaw! #PoliticalAd,0,Filipino
Mar Roxas giniit na hindi dapat magpadalus-dalos sa pagtugon sa isyu ng tanim-bala sa NAIA. #aksyonsaumaga https://t.co/hQMQ37GDGd,0,Filipino
"Binay gives out candies with his name at Bgy Nine, Balayan, Batangas #VotePH2016 https://t.co/ubHLmAwEM6",0,English
"@juanmagdaraog Trust ratings of Mar Roxas have gone down, despite all the spin. He ranks a far-away third nationally, trust-ratings wise",0,English
"Yellowtards out there! Is Mar Roxas' action is what you call ""Decent""? #AyawSaDILAW",1,English
"OMG, Mar Roxas already on top #MarRoxax #RodrigoDuterte #PresidentialCandidate #Opinion #ResIpsaLoquitur https://t.co/k2GjoH2vBk",0,English
Diba Binay vice ka ni PNOY? Edi wala ka din kwenta sa 6 na taon na walang nangyare sa bansa. Kupal ka forevs.,1,Filipino
"Ayaw daw kay Duterte kasi baka magka Martial Law at magkagulo lang , so kay Roxas kayo ? Di pa nga nananalo... https://t.co/OcHALi9G3T",0,Filipino
@tashelectrify Gaga :)) he conceded yesterday. I think si Binay nalang wala,1,English
@gmanews Tanong ko po kay Binay: Kung siya ang mahalal na Pangulo ano ang kanyang mandatory para patigilin ang korapsiyon?,0,Filipino
"Pero nalupet pa rin si binay, hanggang sa dulo lumalaban. Kahit alam niyang talo na siya.",0,Filipino
"Sa President naman walang bumoto kay Duterte, Roxas at Binay sa family ko.",0,Filipino
"Mga nagtatanim ng bala, Binay, Napoles, Kayo na pong bahala",0,Filipino
I dont know what dots is but i laaaffhhdhfhdhdj so hard at Binay as Blackie ???? whyyy ???????????????????? https://t.co/Uqhg66CjRP,1,English
Binay will not abolish a good pro poor program #OnlyBinayPriority4Ps,0,English
Binay: Sama-sama tayong isulong ang ginhawa sa bawat pamilyang Pillipino #pHvote,0,Filipino
Magkano naman ibinayad ni Mar Roxas kay Daniel Padilla para ienderso s'ya? More reasons not to vote for Mar,0,Filipino
Binay: Isang taon na nila akong pinagtutulungan.      #VotePH2016      #PaUnderdogEffect,1,Filipino
"Ako lang ba naiinis sa advertisement ni Binay? Nognog daw tayong lahat? *lol, ikaw lang.??????",1,Filipino
"Sige, buhat pa ng bangko, Binay. Isa ka pa. Hidhid ka rin. https://t.co/4xAn7LP6l1",1,Filipino
@kylazoleta i'm having an argument with my mother about mar roxas rn.... ??,0,English
Bsta ah we are not voting for Binay ????,0,English
"Ayan nanaman tayo sa linya ni Binay na ""katulad sa Makati"" PWE",1,Filipino
"Before matulog number 1 si duterte, Pag katapos matulog number 1 na si roxas. #Blackmagic",1,Filipino
"Appearance of VP Jejomar Binay, Sen. Gringo Honasan and Gov. David Jayjay Suarez during the Distribution of... https://t.co/kMgXyaV1YJ",0,English
RT ABSCBNNews: The Information against VP Binay will be filed after the expiration of his term as Vice President. | via OmbudsmanPh | via A…,0,English
@acerneil_quinto hahaha. Loko. Parang ganun lang. Sige jan ka na sa Binay mo. Hanapin mo yan pag............,0,Filipino
"Mr. MAR ROXAS, kung sakaling maisip mo na mag concede ka na, ""baka"" skaling may matira pang pagmamahal sayo ang taong bayan. #realtalk #du30",1,Filipino
Mar Roxas u gotta be fuckin' kiddin' meeee. ????,1,English
"Kanina pa 'yang sasakyan na nagpapatugtog ng  ""Only Binay, only Binay... "" Sa dinami-rami ng pwedeng LSS... haay. Nakakasira ng weekend ha.",0,Filipino
Ako lang ba yung naiinis sa commercial ni Mar Roxas at Binay? ?? plastik masyado.,1,Filipino
"Kampo ni VP Binay, naghain ng motion for reconsideration kaugnay ng isinamapang kaso ng Ombudsman I via Allan Francisco",0,English
Hindi ka mananalo Mar Roxas so shut up ka nalang #AyawSaDILAW #SoShutUpNaLangSeries,1,English
"kunwari wala sa UNA. Aber, si Binay kaya tinawag si Poe na American girl...",1,Filipino
"Senator Poe says she is not affected by the ""Am-Girl"" tag given to her by VP Binay | hey_marv",0,English
Ang sakit lang isipin na mas nauungusan ni Roxas at Binay si MDS ??,1,Filipino
@teddyboylocsin BSAquino is having panic attacks(#UboPaMore); unity call vs #DU30 just confirmed Poe as 'Manchurian Candidate'; LP jumps gun,1,English
Simula na ng huling debate para sa pagka pangulo. Ipanalo ang gobyernong may puso. #PHVotePOE https://t.co/kwMAl0WxTi,0,Filipino
RT @fadedreceipts: Only Binay/Only B1nay ang papalit sa One Direction #MTVStars One Direction,0,English
"""Ayaw na natin ng gobyernong manhid."" -Poe #PilipinasDebates2016",0,Filipino
