text,label,language
son paolo now stumping for his dad here in digos city davao del sur,0,English
handa na po ang wheel chair pnoy trillianes,0,Filipino
had lot to say about the controversial paid ads released last night but it thought me that it only helps make is name trend,0,English
do you know that is enormous wealth did not all come from his salary all these years as gov official,0,English
think positive tandem win,0,English
look sign ala hollywood rises on banaue rice terraces via abs cbn,0,English
iamkarendavila just in calling on to talk this is for unity mag usap tayo ancalerts,0,English
pati ba naman picos machine binayaran ni,1,English
staff sen sponsors senate resolution no on the edca,0,English
tanungin na lang natin kng san galing yng binayad ni pamintang sa kanya,0,Filipino
lp to where did you get the pm you spent on tv ads philippine news via,0,English
pinaka walang kwenta sa debate na to si nakakaloka puro ka nanaman makati,1,Filipino
he is just endorsing hindi naman niya kau pinipilit na iboto siya,0,English
madami naman natulungan si kesa kay dutrt,0,Filipino
gago hindi hahahaha mga anti girl,0,Filipino
ca dismisses junjun petition against ombudsman suspension order ny,0,English
over motherly naman tong si yung masungit at mahigpit na nanay ang kelangan ng pilipinas para may disiplina,1,Filipino
yown st time nag vote,0,English
nalito yung pari kung san pa pwede paitimin si nagtagal tuloy misa cause of delay ka hala,1,English
ang rank,0,Filipino
nung si ginisa sa uplb tuwang tuwa kayo nung kandidato niyo na bastos na estudyante ng uplb,1,Filipino
kung lumaki man taung mahirap din ay lumaki ng mahirap,0,Filipino
my goodness super annoying mo na can you pls stop like really oo na laki ka sa hirap punyeta ka,1,English
re blogger seems to have the yellow koolaid through an iv line kanina baka si now si pamatong basis nada,0,English
bets should be ready but wrong to bash for interview ift tt lysbjy,0,English
was really irritated of is answer it did not make sense to me,1,English
say goodbye to your presidential ambitions your trains cannot even support your contrived image,1,English
tapos nagtataka tayo kung bakit andaming naloloko ng mga tulad ni at eh ganun din naman tayo iba lang ang pinapansin,1,Filipino
pacquiao and for is senatorial line up face palm,1,English
bakit dahil kay hindi masyadong kita ang kilay sa sobrang itim ang kulay,1,Filipino
watch interviews gets mixed reviews,0,English
not sure why is not giving up he is behind and there is just less than votes that is yet to be counted,0,English
tangina naman yung ad ni nakabwisit,1,English
big promise no income tax for workers earning monthly and below vo,0,English
ano masasabi mo sa performance ni sa recent presidential debate me,0,Filipino
tangina ka enrile di naman masyadong halatang solid supporter ka,1,Filipino
errata pa rin ang may pinakamataas na distrust at disapproval ratings,1,English
introduction mo panay paninira lang sa kapwa mo kandidato,1,Filipino
vote daang matuwid roro rising all things are possible if you believe,0,English
nakakairita commercial ni,1,English
sen una had nothing to do with residency issue wag mo kami gawing tanga at wag kang magmalinis ano kami bobo,1,English
si yung kaklase mong nag top nung kinder pero hanggang college niyayabang niya lels,1,English
tikom ang bibig sa pahayag ni sen jv ejercito na si sen ang susuportahan ng kanyang ama na si via allan francisco,0,Filipino
tvpatrol kilalanin,0,English
ito si hindi sya nagchachat sa kung sino sino at sinasabing kuya ate palike naman po nito wouldi kupal si tularan si,0,Filipino
yun nga eh pero may sakit si ang hirap nito hati na mga boto sa kanila baka manalo pa tuloy si,0,Filipino
this is what fear population of the philippines is stupid enough to vote for please do not let that happen,1,English
will not lead an uprising if wins,0,English
tignan mo to si kung ano akong kwento nanaman iniimbento mudang,0,Filipino
how did manage to afford all this even after his accounts were frozen who does he owe,0,English
if the elections was race between mayor and former dilg secretary who would,0,English
bagay na bagay kayo promise para kayong anak ni,0,Filipino
ilang kilometro na nalakad ni other than that this debate will not be as good as tv is karen is disappointment,1,English
take shot when mentions makati mentions davao mentions fpj mentions daang matuwid,0,English
kayo nalang ni forever kayo eh xd azar,0,Filipino
the reason cannot increase his numbers is that he is dumb and stupid and lacks sincerity factors that cannot be hid,1,English
and kung hindi kayo mananalo shut up nalang kayo,1,Filipino
to ph business expo hope should you invite me again next year would be the of the philippines,0,English
ang boboto kay tanga taxi driver ang hard haha,1,Filipino
the propaganda act did not define mayor it defined how politicians in our country do dirty acts to gain power till the end,0,English
kung walang cortuption walang poverty isis isip ka naman,1,English
ang layo ng mga sagot ni pota,1,Filipino
say no to plunderers big no to,1,English
think we all know who noy is secret candidate is cough cough,0,English
ang medjo nakakatakot manalo si baka ipa impeach nya si eh galamay yan ni isama na si,0,Filipino
pol ad nakakaiyak naman si awang awa ako sa kanya joke big joke,1,Filipino
nakita ngaun ng kalaban ni kung gaano kadami ang sumusuporta sknya iyak nalang kau only,0,Filipino
pabebe ka ng taon sige tumakbo ka ng maghati boto niyo nila at ikaw at nang manalo pa si dahil sa gagawin mo,1,Filipino
kaano ano ni si,0,Filipino
slams and lp offer for gordon to file dq cases against,0,English
burn hahahahahaha kathniel in aklan,1,English
lahat nalang sa aldub fans sinisisi nognog si kami may kasalanan binoboycott abs kami bagyo at baha kami parin,1,Filipino
if will not run for will go for and tandem as long as they will appoint as dilg secretary,0,English
yung last link na sinend ko nandun si,0,Filipino
is not the first choice but he is the best choice,0,English
nakakatainga tlaga si di pwede to ganun nalang ba yun pag nakadayaan sa election at nanalo sya,1,English
am not into or what but really people just because the media and other politicians has something to,0,English
sen accuses of lying and trying to deceive public in his tv ad showing,0,English
quicho dito magsisimula ang kampanya ni laban sa kahirapan,0,Filipino
basta pag si si ang nag anoint ng successor sa at lahat ng ginagawa nina now gawin din nila ok din sa inyo ha,0,Filipino
sana yung binoto nyo kay binoto nyo nalang kay eh,0,Filipino
at hindi ko kayo nanakawan haha bogus ad can you say desparate,1,English
nako bakit naging pangalawa ka tsk tsk alam na,1,Filipino
oa lang naman yung mga die hard fans ni dut erte pero kung kay or ginawa yun matutuwa sila pa sila,0,Filipino
tatakbo na si so mahahati ang boto sa knila ni at the end si pa mananalo haynako,1,Filipino
sen gamely says he can get along with all presidentiables is also from,0,English
this allan is disgrace babbling his mouth since gloria adm regarding mike arroyo and proven nothing zero vote,1,English
sinungaling bagito masakitin na matanda saan ako lalagay doon na sa sigurado,1,Filipino
in this election period real image of people were revealed very much dismayed to abscbn and is there in conspiracy behind,0,English
imagine what havoc administration can wreak who afraid of,0,English
desperate move jusko lumaban ka ng patas,1,Filipino
walang pinagkaiba si sa isang year old na tampururot masyadong paawa sa tv ads amp,1,Filipino
tigilan niyo na ang paggamit sa taong gutom hindi porket mahirap pwede niyo paglaruan ang buhay,1,Filipino
kung traffic sa edsa like kung hindi mo iboboto si qt kung ano sa tingin nyo ang laman ng biceps ni alden,0,Filipino
why did you not report on is about the hakot buses in which passengers are stranded,1,English
bakit mas mukhang may sakit si kesa kay sns,0,Filipino
all good for migz,0,English
una condemn killing of former councilor of sto tomas via gma news,0,English
maski mag as one pamo and you cannot still defeat,0,English
wla nmn kaung mgndang ibinabalita kay di nyo kami mlloko dito ang pagbabalik in makati,1,English
alam mo alam na naming pandak at nognog ka wag mo na ibroadcast,1,English
mga kandidatong pasok sa opisyal na balota for una,0,English
gave us again one reason to not vote for him,1,English
takot na si and kaya grabe nalang nila siraan si sila kasi unang titirahin ni if ever na manalo siya eh,1,Filipino
bakit si ayaw pumunta di lang kasi boo abutin niya go,1,Filipino
daming commercial ni may bago na naman yaman hahahahahaha alwaysbetherefor kamzo,0,English
srsly needs pr specialist or something although it is rather enlightening the absurd things coming out of his mouth,1,English
tops pre election survey via eagle news,0,English
sa tuwing napapanood ko yung ad ni at nababadtrip ako taena,1,Filipino
retweet mo kung pabebe si,1,Filipino
traffic na naman dito makati haaay,1,Filipino
si alam kung paano paunladin ang bansa,0,Filipino
because people loves to complain vote daang matuwid roro rising,0,English
and reaching out to the poor to the educated and to uhm comelec daw muna may kaso pa,0,English
is out of his mind no vat for and below earner is such ridiculous thing you could ever imagine,1,English
pati si ideal boy na ng mga babae hahahaha,0,Filipino
is down in the second rank in the survey,0,English
nakita nyo na ba yung at ng san marcelino hahahahahahahahahaahahhahahahahahahahahahaha,0,English
bunga ng hilaw na pamamalakad kaya hinding hindi talaga ako boboto sayo,1,Filipino
guys help me spread this dito po sa amin sa lanao del norte kahit si ang nilagay si ang lalabas,0,Filipino
uh oh is lead to is down to,0,English
is running for now this is sure win for,0,English
sus at kahit walang joke na sinabi si alam kong ibabash nyo parin sya do not me,1,Filipino
ikaw na ang sagot sa kahirapan sa bansa,0,Filipino
mga pa echos mo ika tumigil,0,Filipino
ewan ko sayo hindi yon dahil sayo na mayaman ang makati dahil yon sa tax ng mga ayala,1,Filipino
luko luko ka talaga abaya anong sabotage ikaw at si at noy aquino ang mga nag sabotage sa mrt,1,Filipino
ako lang ba ang may tingin na walang kwenta si hhaaha,1,Filipino
sorry will not vote for you but will vote for your running mate,0,English
ma si nalang kung ayaw mo si wala ka ding ambag eh,0,Filipino
video why rep can never forgive sen did not even bother to read why,1,English
nanligaw ng mga botante sa cavite umaaksyon si,0,Filipino
new commercial is such big ano ka ngayon nognog pa more trapo,1,English
hahahah mas sayang boto kapag kay napunta hahaha wag ka magalit kai hahaha para sakin lang yan,0,Filipino
kathniel leads celebrity gathering for presidential candidate via,0,English
diktador ang dating ni she who cannot be questioned no to,0,English
disagrees with says death penalty not the solution against criminality via,0,English
transcript of interview on naia tanim bala,0,English
criticised for showing his receipt to the media,0,English
and talaga ako kung hindi sila or wag na,0,Filipino
narinig niyo na naman ang mga bintang na walang kinahinatnan na ako ay nahatulan,0,Filipino
si ang kailangan para matapos ang kahirapan,1,Filipino
kahit ano pa ang sabihin nila ang makati at ay iisa entitled bitches,1,Filipino
ibinoto nyo dapat kasi si wisely xd kadeee kahit sino na for wag lang si,1,Filipino
bakit dahil kay bakit dahil kay nognog pandak magnanakaw gago wala kang naloloko dito,1,Filipino
lets just be honest we both know is the only one that can pull an upset but for the pres its not,0,English
from to damn it bakit hindi na lang kasi silang dalwa yung tandem pinapahirapan pa ko jusko,1,English
what drama queen para kang si,1,English
if you hate or if you hate then hindi niyo talaga na gets yung debate,0,English
wag kang mag alala pagnanalo si popondohan nya yung business nyong tsinelas ni korina chill kalang,0,Filipino
only karen davila be like expound,0,English
ginagaya ni paris yung batang naiyak sa commercial ni hahahaha,0,Filipino
puro ka kalokohan marroxas wala kang alam sabhn kundi puro panira sa kapwa mo papogi ka,1,Filipino
kapag si ay nagronda sa gabi makikita mo ba siya,1,Filipino
maka roro sa taas maka roro din sa baba,0,English
magpakatotoo tayo beh kahit corrupt si tatay pa rin,1,Filipino
pakibigyan nalang sila ng cake,0,Filipino
front page is lead narrows up in latest bw sws survey full story at,0,English
lahat kaya ni nalagpasan nya nga yung pangungulila yan pa ba mga binabato nyo sakanya,0,Filipino
humabol si,1,English
we need to increase ira for th th class municipalities we must empower local government units make them accountable,0,English
knows is number nagpapresscon pa talaga sana tinawagan niya papansin masyado drama queen,1,Filipino
my turn can you verify this never mind the other baka takot,0,English
meanwhile and di pa namin nakakalimutan ang issues against you despite saying,1,English
back to politics mas may pagasa pang manalo si kaysa kay,0,English
parang gustong palabasin ni na lahat ng pulitiko ay magnanakaw,0,Filipino
giniit na hindi dapat magpadalus dalos sa pagtugon sa isyu ng tanim bala sa naia,0,Filipino
gives out candies with his name at bgy nine balayan batangas,0,English
trust ratings of have gone down despite all the spin he ranks far away third nationally trust ratings wise,0,English
yellowtards out there is action is what you call decent,1,English
omg already on top,0,English
diba ka ni pnoy edi wala ka din kwenta sa na taon na walang nangyare sa bansa kupal ka forevs,1,Filipino
ayaw daw kay kasi baka magka martial law at magkagulo lang so kay kayo di pa nga nananalo,0,Filipino
gaga he conceded yesterday think si nalang wala,1,English
tanong ko po kay kung siya ang mahalal na pangulo ano ang kanyang mandatory para patigilin ang korapsiyon,0,Filipino
pero nalupet pa rin si hanggang sa dulo lumalaban kahit alam niyang talo na siya,0,Filipino
sa naman walang bumoto kay at sa family ko,0,Filipino
mga nagtatanim ng bala napoles kayo na pong bahala,0,Filipino
dont know what dots is but laaaffhhdhfhdhdj so hard at as blackie whyyy,1,English
will not abolish good pro poor program,0,English
sama sama tayong isulong ang ginhawa sa bawat pamilyang pillipino,0,Filipino
magkano naman ibinayad ni kay para ienderso ya more reasons not to vote for,0,Filipino
isang taon na nila akong pinagtutulungan,1,Filipino
ako lang ba naiinis sa advertisement ni nognog daw tayong lahat lol ikaw lang,1,Filipino
sige buhat pa ng bangko isa ka pa hidhid ka rin,1,Filipino
am having an argument with my mother about rn,0,English
bsta ah we are not voting for,0,English
ayan nanaman tayo sa linya ni na katulad sa makati pwe,1,Filipino
before matulog number si pag katapos matulog number na si,1,Filipino
appearance of sen and gov david jayjay suarez during the distribution of,0,English
abscbnnews the information against will be filed after the expiration of his term as via ombudsmanph via,0,English
hahaha loko parang ganun lang sige jan ka na sa mo hanapin mo yan pag,0,Filipino
mr kung sakaling maisip mo na mag concede ka na baka skaling may matira pang pagmamahal sayo ang taong bayan,1,Filipino
gotta be fuckin kiddin meeee,1,English
kanina pa yang sasakyan na nagpapatugtog ng only only sa dinami rami ng pwedeng lss haay nakakasira ng weekend ha,0,Filipino
ako lang ba yung naiinis sa commercial ni at plastik masyado,1,Filipino
kampo ni naghain ng motion for reconsideration kaugnay ng isinamapang kaso ng ombudsman via allan francisco,0,English
hindi ka mananalo so shut up ka nalang,1,English
kunwari wala sa una aber si kaya tinawag si na american girl,1,Filipino
says she is not affected by the am girl tag given to her by hey marv,0,English
ang sakit lang isipin na mas nauungusan ni at si,1,Filipino
bsaquino is having panic attacks unity call vs just confirmed as amanchurian candidate lp jumps gun,1,English
simula na ng huling debate para sa pagka pangulo ipanalo ang gobyernong may puso,0,Filipino
only only ang papalit sa one direction one direction,0,English
ayaw na natin ng gobyernong manhid,0,Filipino
phl business conference lists priorities cut tax rates narrow infra gap lick poverty,0,English
ayoko na panuorin tong replay nairita lang ako lalo kay puta,0,Filipino
dont wanna be political analyst real quick but nakakahiya ata mga pinag gagawa nila aquino and gradeschool moves,1,English
wks after he got booed during sinulog strikes again welcome to country tarp at iec mass yesterday,0,English
bakit dahil kay baka masira tong tv namen,1,Filipino
makati rep confirms she will run for the makati mayoralty race it was last minute party and family decision,0,English
hanggang sa tvc ba naman sinisiraan si,0,Filipino
they are not doing the bare hand eating unhygienic they are not smiling also,1,English
dismissed makati mayor sinampahan ng bagong plunder complaint sa office of the ombudsman ny,0,English
maroxas camp to ppcrv apologize,0,English
these antics meant to cover up preparations for fraud real news for today hundreds of vcm technicians replaced last minute,1,English
condonation doctrine na ginamit na depensa noon ni mayor ibinasura na ng korte,0,English
survey on poverty proof of non inclusive growth,0,English
senmiriam am on the cover of the maiden issue of gavel and robe magazine about philippine law and lawyers,0,English
god please give us leaders that believe in you ht,0,English
my uber driver asked me kung sino ang presidente ko just answered kahit sino wag lang si,0,English
nakakalungkot etc can die anytime though,1,English
romualdez cousins supporting in via,0,English
enrile announces that he is for birds of the same feather make good feather duster,0,English
uy di ba nag submit ka lang ng candidacy dahil hindi disqualified si psst wala na daw sya oh ha ha ha jk,1,Filipino
mlapit na ang pero undecided prin ako who will be my next wooh hirap pero ayoko tlga kay at,0,English
weigh in on controversial canada trash,0,English
on saying it is down to him and it is too presumptuous it is not for elite few people to decide who should run,0,English
walang magsasawa haaa team,0,Filipino
ano ang pagkakaiba pilit nagpapaliwanag ayaw magpaliwanag hindi makapagpaliwanag sana,1,English
instructed by bei to fall in line and wait for her turn to vote via,0,English
ang daming political ads ni nakakairita,1,English
natatawa talaga ako dun sa ano ni bakit kung sino pa yung nognog,0,Filipino
pakisagot po muna yung allegations nyo sa senate before you complain na pinagkakaisahan po kayo thanks po,1,Filipino
versus compare and contrast their achievements,0,English
why do get the feeling is turning people off on purpose,1,English
ang plastic ng mga nangangandidato lalo na si,1,Filipino
duro na pero di ko kinaya ang everbileni,0,English
am percent certain that will not change he is lifelong thief and plunderer,1,English
walang nakikitang mali si sa anti ad what srsly to ayawsadilaw,1,Filipino
all of them but were good pray and ask for enlightenment that helps also go for someone who delivers not just talks,0,English
cries foul over inquirer report on alleged dummy bank accounts,0,English
graft corruption not the same tells students,0,English
si ginamit na lahat ng sa tingin nya ay kakaawaan sya para makuha ang simpatya ng tao,0,Filipino
sorry but we will not vote for womanizer trashtalker killer still go,1,English
spent for television electoral adverts in he said the ad money came from friends and supporters,0,English
expects more black propaganda amid ratings rise via,0,English
reminder lang may nangongopya kasi walang hugot walang drama walang pasiga siga trabaho lang po,0,English
you are an inc but you are endorsing what would you do or,1,English
habang traffic sa quiapo bata kapag si naging presidente mawawala na magnanakaw dito kaya si boboto ko eh,0,Filipino
friday the th sinabi ko sa mga mamang especially kay nancy kung sino crush ko,0,Filipino
buti na lang ni reject ni yung offer ni hahaha alam niyang gagamitin lag siya niyon kung sakali eh,0,Filipino
in fairness nagpapaka si wag na ko si na lang wag na ko si mayor na lang,0,Filipino
kung si ang magiging susunod na pangulo itutuloy daw nya ang laban sa corruption gma news ulul,0,Filipino
your call for unity describes one thing selfishness you do not deserve to be the,1,English
okay nga si nalang kesa si ano,0,Filipino
kaya sa mga nognog nognog din ang nagmamalasakit tsk ayaw ko na kay hindi pala siya nagmamalasakit saming mga tisoy nakaka sad,0,Filipino
pag wala raw naproklamang extended daw si,1,English
agree at prez and nya scary,1,English
wala gusto nyo lang siraan si hindi ganyan si idol tsk,1,Filipino
pero honestly naaawa ako kay kahit hindi ko alam yung story nya lol,0,Filipino
am starting to believe that the is did not created public service they created cult instead,1,English
heard the radio ad almost stabbed myself,1,English
rep agree with full transparency but if it becomes deterrent to efficiency you will sacrifice basic services needed by the city,0,English
kay pera pera lang yan alam nyo na ha,1,English
would be happier to see switch places with either or on the polls but would be the happiest if she became the,0,English
proclaimed datu by lanao sultanate,0,English
bea to mom you dont like diba madami siyang tinutulungan hahahahahahahahahahahahahahahaha,0,English
belies crowd at sinulog booed,0,English
is just wasting his time trying to bring down tsk ayaw nalang na tawn siya pansina,1,English
teacher ko pala si nancy kuhang kuha maam,0,English
si at ung nag dala eh,0,English
pati ng yung report nila regarding sa pambabastos daw ng mga students ng uplb kay mali mali pwe,1,Filipino
para sa kinabukasan ang nag iisa only,0,Filipino
si ala hitler walang alam si kurakot ang isyu walong araw matapos ang ikalawang,1,Filipino
nakaiyak talaga ang story ni,0,Filipino
campaign slogan ni pnoy noong nakaraang eleksyon kinuwestyon ni via allan francisco,0,English
sana hindi manalo si,0,Filipino
the problem with is his being an elitist the problem with is her being neophyte,1,English
magkaiba si at si si nognog si,0,Filipino
bwisit ka mas bastos ka kay for pulling down,1,English
dear makaramdam ka naman bawat commercial hindi pedeng hindi ipapakita yung tvc mo nakakasawa na ho,1,English
are not our he personifies bayan bago sarili an attribute that is very,0,English
oo na ikaw na nognog di naman kami naiinggit sa kulay mo iyong iyo na,1,Filipino
punyetang to may bago na namang commercial punyeta,1,English
it takes special someone to make look reasonable classy and gentleman nice job did not think it was possible,1,English
kwento mo may galit talaga ako sa yo simula nung paglamatay ni,1,Filipino
presidential preschool top most disciplined most polite most active best storyteller,0,English
sa sobrang hindi pagka ni dinoble pa nila at tinawav syang nognog,1,Filipino
arrogance some might call it arrogance and avarice and lust for power catelyn stark describing lannisters or,1,English
would rather have as than or pls lang,1,English
dahil nandito si wala ng klase,1,English
hoy gago wag ka ng bumoto kung si lang din naman ang pangulo mo charot,1,Filipino
ancalerts wouldo not cheapen the presidency tells is camp,0,English
pag manalo si sa eleksyon laya agad sina jinggoy estrada at bong revilla di rin makulong si pnoy na,0,Filipino
plot twist sen ibibigay ko nalang lahat ng boto ko kay,0,Filipino
ipagpatuloy ang daang matuwid voters di ka namin iboboto so shut up na lang,1,Filipino
morales says she has reliable source to prove pressured coa to delay report,0,English
naglapana ang naka orange sa maynila akala ko si si pala ang may kampanya pero wait may pinagkaiba ba,0,Filipino
beauty is power if wala kay power wala kay beauty in other words powerful lage si,0,English
bakit napunta kay huhuhu,0,Filipino
kahit sino man manalo sa kanila ni at wag ang yung dalawa but mas bet ko,0,Filipino
inc si kath bernardo tas nag endorse kay whoot,0,English
mayor junjun visiting the wake of lolo is kumpadre,0,English
is citizenship is wealth actions is words is health,0,English
buti na lang di pa presidente si kundi patay ka ng snatcher ka,1,Filipino
actually looks like nidora hahaha,0,English
now think that the interview same with during the uplb forum is form of act to gain sympathy and popularity,0,English
on toughest opponent of said everybody is game but had already organized campaign long before,0,English
dzrh exit polls percent percent percent,0,English
shrugs off chance meeting it not surprising via inquirer,0,English
palasyo pumalag sa paninisi ni sa case mariing inalmahan ng malaca ang ang paninisi sa kanila ni,0,Filipino
mag withdraw kana para kay lorna tolentino lmao,1,English
umay ako sa paid tv ad mo sir masyado na garapalan,1,Filipino
liberal party hindi nababahala kung hindi nangunguna sa election surveys si,0,Filipino
mga nasilaw sa perang bayad ni voted pls count,1,Filipino
am responsible filipino and will not vote for wala kang mauuto di ka mananalo,1,English
another reason to hate,1,English
black propaganda nga nmn tlga khit gnun mdmi prin sumosuporta kay,0,Filipino
forget ayala skyline look beyond,0,English
may nagbigay ng orasan samin may muka ni wtf,0,Filipino
my personal ranking for ph presidentiables nothing follows,0,English
and still leads at percent of the votes coming in overtakes for second place while,0,English
call for unity call for decency call for democracy then he should consider stepping down as early as now,0,English
no pa rin sa sws survey patas sa pangalawang pwesto via bombo radyo,0,Filipino
and to lead is to serve let is choose servant leaders not thieves not tyrants the eq post,0,English
sobrang laki ng hacienda ni buong pamilya siguro nila nangungurakot,1,Filipino
rampage si sa timeline ko hahah,1,Filipino
it is really fight between hhmnbn and and the good shall prevail,0,English
nation to kick off campaign in mandaluyong via gma news,0,English
sa inang bayan,0,English
pnoy are obviously the ones behind attacks vs does anyone still think otherwise,0,English
you are an embarrassing idiot,1,English
may bumoboto pala kay,0,English
walang katapusan na aking ama ni,0,Filipino
hahahahaha ang tatag na trabaho non pre mas mahirap pa sa dinanas ni pacquiao pati hahaha,0,Filipino
teritoryo ni yun haha,0,English
wth never been in surveys somethings fishy,1,English
bakit dahil kay nakilala kaming mga nognog,1,Filipino
let is give the power to save our country from poverty,0,English
has big problem in iloilo in september poll survey in the province showed he garnered percent of,0,English
says he does not know where friend gerry limlingan and aide ebeng baloloy are,0,English
sa dami ng bumabatikos kay wlang sinuman ang makapag pabagsak sa isang taong tumutulong atras na,0,Filipino
tsk tsk dati galit na galit si kay gma kasi pina suspend sya tapos ngayon sila sila magkakampi pinas nga nman,0,Filipino
feeling ko tuloy pag naging presidente si isisisi nya lng sa iba kapag may kapalpakan ang gobyerno nya hahaha,0,Filipino
okay nga si nalang kesa si ano,0,Filipino
yabang mo panay parinig mo sa mga kalaban booooooo,1,Filipino
wag niyong eboto si at maawa kayo sa pilipinas,1,Filipino
is such cking joke as if sigurado na syang mananalo sa election,1,English
hindi pa tapos ang did not vote for you but would choose you over any day sorry clueless,0,English
kaya nyang gawin ang magagandang bagay para sa bayan ang pagbabalik in makati,0,Filipino
only is out of this world lol nakakaimbyerna,1,English
big joke pa yung sinabi ng pres na wala raw siyang alam na invited si at di raw siya assoc sa pagpapapunta,1,Filipino
ay ganun ba sana ang baller na sinuot nalang pala nakalagay mr rxzx kasi naman sa balota noh,0,Filipino
kinokondena natin ang mga sakim at makasariling taong ito na nambibiktima sa ating mga kababayan,1,Filipino
pamatong and other looney is have no chance of getting elected but could be alternative to and,0,English
nognog pandak pero ang dami paring nanakaw yan si,1,Filipino
una identify kay and known as lot to mention,0,English
fak even using the hashtag disgusts me but still undecided so,1,English
si ay nognog pandak laki sa hirap pero di tulad ng iba siya ay nanggaling sa planet yekok,1,Filipino
shet relate ako sa pandak commercial ni,0,Filipino
una senatorial bet allan monta gamely shakes finger in curtain raising speech for via,0,English
integrity experience putting country above self definitely that is,0,English
thought matino pa tong si now im beginning to think he is behind black props vs not excluding yet,1,English
no one else but for our ka tropang paul maraming salamat po,0,English
says he would be be the first to demand accountability if is found liable before the court over corruption,0,English
three sc justices including nancy voted for the disqualification of sen on the ground that,0,English
the foreign investor community is scared of presidency and predicts that they might stay away if he wins,0,English
gets american political strategists,0,English
and how do you define corruption,1,English
lol diba dapat manalo na lahat wag lang si at choosing over srsly,0,English
kung magiging presidente si sana unahin nyang ayusin ang umak tapos tanggalin nya sana ang mga prof na hindi nagtuturo,1,Filipino
ang korni talaga ng mga commercial ni hahahahah,1,Filipino
juice ko po manny at kaya pla traffic pa navotas halos wala ng bumyaheng jeep gabi pa sila,1,Filipino
malalim pngsamahan nio ni bat parang ang affected mo close kayo,1,Filipino
mercado owned dummy firms alleged bagman claims,0,English
mendoza hanggang ngayon naman wala pang napapatunayan laban sa kanya,0,Filipino
kay para sa akin unfair kung mag express ako ng opinyon,0,Filipino
lp standard bearer namimili umano ng boto ayon sa kampo ni via allan francisco,0,Filipino
the story of what happened between tacloban mayor alfred romualdez and updated,0,English
why sana tumakbo kana nalang next election sayang ang boto kung maglalaban kayo ni,0,Filipino
ito si naligo si hindi nag post ng fftb si hindi papansin si tularan si,0,Filipino
what sacks of evidence says lying in pol ad via inquirer,0,English
at hindi rin naman lahat ng nognog at pandak mahirap ikaw ikaw,1,English
kung sana ikaw nlang ang pumunta dito sa bukidnon hindi na sana na delayed kanina ang byahe ng mga commuters sa kawalan ng bus,0,Filipino
not is leading spender for poll ads says camp,0,English
si nasa buhi camarines sur at sa probinsya ko pa pumunta ka letse sa mga probinsya nanloloko ang loko,1,Filipino
budol budol gang hindi aabot ang eleksyon butete na sa laki ng tyan tong si kainpamore,1,Filipino
says yolanda rehabilitation mismanaged ipinagmamalaki pa nilang percent na after years this is disaster in terms of management,0,English
how ironic is it that is campaigning against corruption the only way for that to be successful is for him to withdraw his candidacy,1,English
is team starts their campaign in nasugbu batangas via,0,English
kahit sino na manalo sa wag lang po si,0,Filipino
nakakatawang isipin na nagpapakahirap sila para kay what the fvck brgy sta maria,1,Filipino
