text,label,0.5
Yown! 1st time nag vote. #DapatTama #eleksyon2016 #gracepoe2016 #gracepoeforpresident https://t.co/omJ5hXVHVj,0,English
"Nalito yung pari kung san pa pwede paitimin si Binay. Nagtagal tuloy misa. Cause of delay ka, VP! Hala!  https://t.co/IqSB85tQAA",1,English
@Jessalipopsx Duterte Roxas Poe Binay Santiago ang Rank,0,Filipino
"Nung si Binay ginisa sa UPLB, tuwang tuwa kayo. Nung kandidato niyo na, bastos na estudyante ng UPLB.",1,Filipino
@rapplerdotcom salamat sa UNA camp. we fought a good fight guys VP Binay pa rin tlga,0,n/a
#OnlyBinayParehoTayo kung lumaki man taung mahirap c VP Binay din ay lumaki ng mahirap,0,Filipino
RT @_NEILcutter: my goodness Jejomar Binay super annoying mo na can you pls stop like really. Oo na laki ka sa hirap punyeta ka,1,English
Re: #laglagbala A 'blogger' seems to have the yellow Koolaid through an IV line. Kanina baka si Binay. Now si Pamatong. Basis? Nada? K.,0,English
Bets should be ready but wrong to bash Alma Moreno for interview —VP Binay #http://ift.tt/1lySbjY https://t.co/efOLgJwM6T,0,English
I WAS REALLY IRRITATED OF BINAY'S ANSWER. IT DIDN'T MAKE SENSE TO ME.,1,English
Say goodbye to your presidential ambitions Mar. Your Mar Roxas Trains can't even support your contrived image. https://t.co/oSp5sFX8CL,1,English
"BETA | #NEWSROOM5: EPAL MOVES? BINAY, ROXAS, ROBREDO, BINISITA ANG MGA BINAGYO For more videos, visit us... https://t.co/Et9jYW0B5d",0,n/a
NALSS AKO SA CAMPAIGN SONG NI BINAY WTH ANONG MALI SAKIN :(((,1,n/a
"Tapos nagtataka tayo kung bakit andaming naloloko ng mga tulad ni Marcos at Binay. Eh ganun din naman tayo, Iba lang ang pinapansin. ??",1,Filipino
Pacquiao and Moreno for Binay's senatorial line up *face palm*,1,English
Bakit dahil kay Binay... hindi masyadong kita ang kilay sa sobrang itim ang kulay?,1,Filipino
"WATCH | Daniel Padilla interviews Mar Roxas, gets mixed reviews https://t.co/61eyq1w6MF",0,English
"FUCK YOU NOYNOY, FUCK YOU MAR ROXAS WALA MOY PULOS YAWA MO.",1,n/a
6. Ateneo 7. Mac Belo 8. Sarah Geronimo - MINAMAHAL 9. Gimme5 Rocks SMManila 10. Only Binay 2015/11/22 05:18 PHT https://t.co/dRwxiUtCOV,0,n/a
Not sure why Binay isn't giving up. He's 10M behind Duterte and there's just less than 10M votes that's yet to be counted. #Halalan2016,0,English
Tangina naman yung ad ni Binay nakabwisit!,1,English
Binay’s big promise: No income tax for workers earning P30K monthly and below: Vice President Jejomar Binay vo... https://t.co/hOmPUO1AQ8,0,English
@dekstrauss @JLequin ganyan tlga basta puro at walang bahid. ehh? *grace poe tone* hahaha,1,n/a
6. OTWOL Disappointment 7. #RoxasRobredo 8. POWER VOTE FOR MENG 9. MarNella ROROmance 10. YLONAs BirthMonthDayNine 2016/2/9 08:32 PHT,0,n/a
"""Ano masasabi mo sa performance ni Binay sa recent presidential debate?"" Me: https://t.co/sPnrx3pXm2",0,Filipino
Tangina ka Enrile. Di naman masyadong halatang solid binay supporter ka. #MamasapanoSenateHearing,1,Filipino
@suigeneris_05 Errata: Binay pa rin ang may pinakamataas na distrust at disapproval ratings.,1,English
Introduction mo Mar Roxas panay paninira lang sa kapwa mo kandidato. ?? #PiliPinasDebates2016 #TeamReplay,1,Filipino
I VOTE ROXAS #Halalan2016 Mar Daang Matuwid RORO RISING All things are possible if you believe.,0,English
Nakakairita commercial ni Binay!!!,1,English
Plastic na mapapel pa. #tangina mo Mar Roxas! https://t.co/MJPIduwd9M,1,n/a
"""@ANCALERTS: Sen. Binay: UNA had nothing to do with Poe residency issue"" Wag mo kami gawing tanga at wag kang magmalinis. Ano kami, bobo?",1,English
Si Binay yung kaklase mong nag top 1 nung Kinder pero hanggang college niyayabang niya. Lels.,1,English
"SO IT'S DUTERTE TILL THE END. JUST DONT CHEAT, YELLOWS! ?????? #Pilipinas2016 #PHVote2016 #PHVoteDuterte #PHVoteRoxas https://t.co/o3W8Rw3jeo",1,n/a
"RT @mightynicknick: Feel ko glutha na kailangan ni Binay hindi na pagiging Presidente. Putek paulit ulit! Puro ""nog nog"" naririnig ko sa mg…",1,n/a
VP Binay tikom ang bibig sa pahayag ni Sen. JV Ejercito na si Sen. Grace Poe ang susuportahan ng kanyang ama na si Erap |via Allan Francisco,0,Filipino
RT TVPatrol: KILALANIN: Vice President Jejomar Binay https://t.co/f5rM68MvaX #Halalan2016 https://t.co/EwAtt7ShBc,0,English
"Ito si Binay Hindi sya nagchachat sa kung sino sino at sinasabing ""Kuya/Ate palike naman po nito"".'Di kupal si Binay Tularan si Binay",0,Filipino
Nognog Pandak Laki sa hirap Pero di tulad ng iba Maraming nagawa Yan si Binay! TAE TAE TAE TALAGA! Nice Ad. Haha,1,n/a
@a7xrica Yun nga eh. Pero may sakit si Miriam. Ang hirap nito hati na mga boto sa kanila baka manalo pa tuloy si Binay.,0,Filipino
This is what I fear. A population of the Philippines is stupid enough to vote for Binay. PLEASE don't let that happen.,1,English
Only binay only binay sino pa ba? Only binay,0,n/a
I'll not lead an uprising if Binay wins — Trillanes https://t.co/EXPhhaO7R6,0,English
PAGHILOM MAR ROXAS BI. PAKYU,1,n/a
"""Tignan mo to si Binay kung ano akong kwento nanaman iniimbento"" -Mudang ??",0,Filipino
How did Binay manage to afford all this even after his accounts were frozen? Who does he owe? https://t.co/Em01B1ju02,0,English
"If the 2016 elections was a race between Mayor Rodrigo Duterte and former DILG Secretary Mar Roxas, who would... https://t.co/WmW8xmoR2J",0,English
Bagay na bagay kayo promise para kayong anak ni Binay??,0,Filipino
"Ilang kilometro na nalakad ni Binay? Other than that, this debate won't be as good as TV5's. Karen is a disappointment #PiliPinasDebates2016",1,English
Take a shot when: Binay mentions Makati Duterte mentions Davao Poe mentions FPJ Roxas mentions Daang Matuwid,0,English
@zaicajane kayo nalang ni binay. forever kayo eh. XD azar,0,Filipino
Mabuhay binay aba. Hahahahaha Hayop,1,n/a
"@cnnphilippines The reason Mar Roxas can't increase his numbers is that he is dumb and stupid and lacks sincerity, factors that can't be hid",1,English
"Binay &amp; Roxas kung hindi kayo mananalo, SHUT UP nalang kayo.",1,Filipino
"Binay to PH Business Expo: I hope should you invite me again next year, I'd be the President of the Philippines. #PHvote",0,English
"Not Binay, Poe, Roxas, but Santiago. #Miriam2016",0,n/a
"""Ang boboto kay Binay, tanga.""-taxi driver, ang hard. Haha! :)))",1,Filipino
The propaganda act didn't define Mayor Duterte. It defined how politicians in our country do dirty acts to gain power.  DUTERTE TILL THE END,0,English
RT @kafanmily: Nakaka Gago tong ads ni Binay. Buseeetttt. #ASAPPopKilig,1,n/a
@gmanews kung  walang cortuption walang poverty. isis isip ka naman binay @koy_lan,1,English
"Oh ayan mga bobo. Gagawin bayan ni binay , mar , poe , ? SALITA! ./. https://t.co/nhEKwUzQJn",1,n/a
ang layo ng mga sagot ni binay pota,1,Filipino
Say NO to plunderers! A BIG NO to Binay!!!  https://t.co/oRSNYZ3k1V,1,English
"""POE, Putangina mo umuwe kana"" - Duterte",1,n/a
"I think we all KNOW who Noy's ""secret candidate"" is. *cough*BINAY*cough* https://t.co/dVPmhyRSjv #DaangMatuwid #CoryFavorite",0,English
"@Senyora Ang medjo nakakatakot manalo si Robredo baka ipa-impeach nya si Duterte.. eh galamay yan ni Roxas ,isama na si Trillanes.",0,Filipino
Pol Ad: Nakakaiyak naman si Binay. Awang-awa ako sa kanya. Joke. Big joke. #AsawaKongAswang #ALDUBHappyBdayLOLA https://t.co/EIwJ3nXh55,1,Filipino
Nakita ngaun ng kalaban ni VP Binay kung gaano kadami ang sumusuporta sknya iyak nalang kau Only B1NAY #OnlyBinayWinner,0,Filipino
edi si Binay na pandak. nyeta parang ako hindi ah? nanyo! HAHAHAHAHAHAHAHAHAHA bwiset!,1,n/a
"Pabebe ka ng taon DUTERTE sige tumakbo ka ng maghati boto niyo nila POE , MIRIAM at IKAW, at nang manalo pa si BINAY -_- dahil sa gagawin mo",1,Filipino
@jeiyoungs Kaano-ano ni Binay si Villar?,0,Filipino
OMG ! Mar Roxas for President !!! DJ sana di ka nalang nagendorse ?? https://t.co/PvBiPphiut,1,n/a
Chiz slams VP Binay and LP’s offer for Gordon to file DQ cases against Poe https://t.co/V7fbrj0qIJ,0,English
Burn binay! Hahahahahaha KATHNIEL in Aklan #VoteKathrynFPP #KCA,1,English
"Lahat nalang sa AlDub fans sinisisi. Nognog si Binay, kami may kasalanan. Binoboycott ABS, kami. Bagyo at baha kami parin. #MrAndMrsSotto",1,Filipino
"If Duterte won't run for President, I'll go for Santiago and Bongbong tandem as long as they will appoint Duterte as DILG secretary.",0,English
@cruzjheeen yung last link na sinend ko nandun si Binay :((,0,Filipino
"""Mar Roxas is not the first choice, but he's the best choice."" ????",0,English
"NAKAKATAINGA TLAGA SI MAR ROXAS . Di pwede to . Ganun nalang ba yun pag nakadayaan sa Election at nanalo sya ,... https://t.co/AHTDau4pbl",1,English
"I'm not into VP Binay or what, but really people? Just because the media and other politicians has something to... https://t.co/VWeEAkXl00",0,English
Sen. Trillanes accuses VP Binay of lying and trying to deceive public in his TV ad showing… https://t.co/isahD3so85 https://t.co/bKW72V9vEu,0,English
Quicho: Dito magsisimula ang kampanya ni VP Binay laban sa kahirapan. @PhilippineStar #BilangPilipino,0,Filipino
"Basta pag si Poe o si Binay ang nag-anoint ng successor sa 2022 at lahat ng ginagawa nina Mar/Leni now e gawin din nila, OK din sa inyo, ha?",0,Filipino
"Sana yung binoto nyo kay Poe-Roxas-Binay, binoto nyo nalang kay Miriam eh",0,Filipino
"""At hindi ko kayo nanakawan."" -- #MarRoxas HAHA BOGUS AD! Can you say desparate??!!? #ELECTIONS2016",1,English
Nako Mar Roxas!Bakit naging pangalawa ka ??!tsk.tsk. alam na,1,Filipino
Oa lang naman yung mga die hard fans ni dut//erte. Pero kung kay Binay or Mar Roxas ginawa yun matutuwa sila pa sila. :-),0,Filipino
Tatakbo na si Duterte! So mahahati ang boto sa knila ni Miriam. At the end si Mar Roxas pa mananalo. Haynako! ??,1,Filipino
"Sen. Bongbong Marcos gamely says he can get along with all presidentiables, Binay is also from… https://t.co/HeKJ0H4x1E",0,English
Retweet if you still support Mayor Duterte! Wag magpapaloko sa black propaganda! DUTERTE TILL THE END https://t.co/xZiLv80Yya,1,n/a
"@rapplerdotcom this Allan Cayetano is a disgrace, babbling his mouth since gloria adm regarding Mike Arroyo and proven NOTHING. ?? Zero vote",1,English
"1 sinungaling, 1 bagito 2 masakitin na matanda, saan ako lalagay? Doon na sa sigurado #MarWithAPlan #RoxasRobredo https://t.co/iA8id5Pi8g",1,Filipino
"In this election period, real image of people were revealed. Very much dismayed to Abscbn, Trillanes &amp; Roxas. Is there in conspiracy behind?",0,English
BINAY ON ASH WEDNESDAY. GRABE TO #NogNogHambog ?????? https://t.co/JmAoc5yIJO,1,n/a
"RT @aliceyana1: ""Imagine what havoc a #Binay - #Marcos administration can wreak"" Who’s afraid of #2016 ?  https://t.co/15Wll6rXmZ #PHVote #…",0,English
Desperate move Mar Roxas! Jusko. Lumaban ka ng patas! #MARumi,1,Filipino
buti pa si binay hahahaha,0,n/a
Walang pinagkaiba si Binay sa isang 10 year old na tampururot. Masyadong paawa sa TV ads amp.,1,Filipino
"Mar, Binay, Poe tigilan niyo na ang paggamit sa taong gutom. Hindi porket mahirap pwede niyo n paglaruan ang buhay. https://t.co/i0B2isZCvt",1,Filipino
"RT kung traffic sa EDSA LIKE kung hindi mo iboboto si Binay QT kung ano sa tingin nyo ang laman ng biceps ni Alden #VoteMaineFPP  #KCA""",0,Filipino
Medyo pasikat si binay ????,1,n/a
"#AbiasCBN why did you not report on Grace Poe's about the ""hakot buses"" in which passengers are stranded? @ABSCBNNews",1,English
bakit mas mukhang may  sakit si grace poe kesa kay miriam? sns,0,Filipino
"Poe, Binay, Duterte ‘all good’ for Migz https://t.co/StnnHCaOwG",0,English
"VP Binay, UNA condemn killing of former councilor of Sto. Tomas  https://t.co/erXBgg6tor | via GMA News",0,English
#WeAreForMar #MightAsWell #DKKidnap #RoxasRobredo https://t.co/UFaWtU4vAq,0,English
"Maski mag as one pamo Poe and Roxas, you can't still defeat Duterte.",0,English
@PhilstarNews wla nmn kaung mgndang ibinabalita kay Binay. Di nyo kami mlloko dito #OnlyBinayInMakatiSanKaPa  Ang Pagbabalik Binay In Makati,1,English
alam mo binay alam na naming pandak at nognog ka wag mo na ibroadcast. ??,1,English
"Mga kandidatong pasok sa opisyal na balota: For president: 1. BINAY, Jejomar C (UNA) 2. DEFENSOR-SANTIAGO, Miriam... https://t.co/LfwV7AUrV0",0,English
Binay gave us again one reason to not vote for him. #NognogHambog,1,English
@marohomjam 0o nga. Pero sery0so c binay eend0rse ni alden?,0,n/a
"Visitation of VP Jejomar Binay, Sen. Gringo Honasan &amp; Gov. David Jayjay Suarez, Quezon 1000 Days of Life and... https://t.co/YJvAz3qQBk",0,n/a
Takot na si Trillanes &amp; Roxas. Kaya grabe nalang nila siraan si Duterte ?? Sila kasi unang titirahin ni Duterte if ever na manalo siya eh ??,1,Filipino
bakit si roxas ayaw pumunta? di lang kasi boo abutin niya! GO VP BINAY! #binayforpresident #NogNogSinunog #onlybinay https://t.co/zlfei5tORD,1,Filipino
RT @itssmilyne: Daming commercial ni Binay! May bago na naman. Yaman. Hahahahahaha AlwaysBeThereFor KamZo,0,English
"Mar Roxas srsly needs a PR specialist or something. Although, it's rather enlightening, the absurd things coming out of his mouth.",1,English
ETONG AD NI BINAY NAKAKAINIS. NOGNOG? ALAM NAMIN OY!,1,n/a
Binay tops pre-election survey https://t.co/1IkY9yPm2D | via Eagle News,0,English
Sa tuwing napapanood ko yung ad ni Roxas at Binay nababadtrip ako taena!,1,Filipino
REtweet mo kung pabebe si Mar Roxas,1,Filipino
Traffic na naman dito makati haaay binay,1,Filipino
SI VP Binay alam kung paano paunladin ang bansa. #OnlyBinayBFF,0,Filipino
@MicaAncajas because people loves to complain. I VOTE ROXAS #Halalan2016 Mar Daang Matuwid RORO RISING,0,English
"Roxas &amp; Binay reaching out to the poor, Miriam to the educated, and Poe to...uhm...Comelec daw muna. May kaso pa e. ??",0,English
Binay is out of his mind.. No VAT for 30k and below earner is such a ridiculous thing you could ever imagine .,1,English
RT @kimagravante1: pati si binay ideal boy na ng mga babae hahahaha :D,0,Filipino
Grace poe is down in the second rank in the survey #Poe2016,0,English
Nakita nyo na ba yung Mar Roxas at Miriam Santiago ng San Marcelino? HAHAHAHAHAHAHAHAHAAHAHHAHAHAHAHAHAHAHAHAHAHA,0,English
Bunga ng hilaw na pamamalakad. Kaya hinding hindi talaga ako boboto sayo Mar Roxas. https://t.co/yybupmzMCR,1,Filipino
"GUYS HELP ME SPREAD THIS. Dito po sa amin sa Lanao Del Norte, kahit si Duterte ang nilagay, si Roxas ang lalabas. ?? https://t.co/1hYXG0dMvn",0,Filipino
"Uh-oh, Poe's lead to Roxas is down to 20,377!!! #Du30 #PHElection2016",0,English
Duterte is running for president. Now this is a sure win for Binay. ??,0,English
"Sus Binay at Roxas, kahit walang joke na sinabi si Duterte, alam kong ibabash nyo parin sya. Don't me.",1,Filipino
"VP Binay, Ikaw na ang sagot sa kahirapan sa bansa #OnlyBinayPriority4Ps",0,Filipino
Mga pa-echos mo Binay! Ika'y tumigil!,0,Filipino
Ewan ko sayo Binay. Hindi yon dahil sayo na mayaman ang Makati. Dahil yon sa tax ng mga Ayala. ????,1,Filipino
"RT @maxell_lander: Luko-luko ka talaga Abaya! Anong ""sabotage""? - Ikaw at si Mar Roxas at Noy Aquino ang mga nag sabotage sa MRT! https://t…",1,Filipino
Ako lang ba ang may tingin na walang kwenta si binay. Hhaaha,1,Filipino
#LRT Sorry Bongbong Marcos =( I will NOT vote for you but I will vote for your running mate Miriam Defensor Santiago =) #NeverAgain,0,English
Ma si poe nalang kung ayaw mo si duterte! Wala ka ding ambag eh!,0,Filipino
"""@ANCALERTS: [VIDEO] Why Rep. Binay can never forgive Sen. Trillanes http://t.co/CrCsEvGuGG"" didn't even bother to read why. #diversionary",1,English
"#TV5Aksyon | VP Binay, nanligaw ng mga botante sa cavite. Umaaksyon si @inazara #BilangPilipino #news5aksyon",0,Filipino
"Mar Roxas' new commercial is such a big ""Ano ka ngayon Binay"" Nognog pa more. Trapo.",1,English
"@shekaiiinah hahahah mas sayang boto kapag kay binay, mar napunta hahaha (wag ka magalit kai) hahaha para sakin lang yan",0,Filipino
RT @PEPalerts: KathNiel leads celebrity gathering for presidential candidate Mar Roxas... https://t.co/L2iMzuLPRY via @SmileForDaniel,0,English
"Diktador ang dating ni @senmiriam, she who can't be questioned. NO to #Miriam2016. https://t.co/wIxRKePYui https://t.co/V5p0EtimMS",0,English
"VP Binay disagrees with Duterte, says death penalty not the solution against criminality | via @jv_arcena",0,English
Transcript of Mar Roxas' Interview On NAIA Tanim Bala: https://t.co/642pHLxCuC,0,English
Mar Roxas criticised for showing his receipt to the Media https://t.co/Jj4ht25ChG,0,English
"duterte &amp; miriam talaga ako. kung hindi sila, binay or poe. mar? wag na. ?? #PiliPinasDebates2016",0,Filipino
Jejomar Binay: Narinig niyo na naman ang mga bintang na walang kinahinatnan na ako ay nahatulan. #PiliPinasDebates2016,0,Filipino
si VP Binay ang kailangan para matapos ang kahirapan #MambobolangDuterte,1,Filipino
"""Kahit ano pa ang sabihin nila, ang Makati at Binay ay iisa."" - Abby Binay Entitled bitches.",1,Filipino
ibinoto nyo dapat kasi si ...  WISELY ! xD kadeee.. kahit sino na for President.. WAG lang si MAR ROXAS ! :-P,1,Filipino
"""Bakit dahil kay Binay....Bakit dahil kay Binay...."" Nognog. Pandak. Magnanakaw! Gago. Wala kang naloloko dito.",1,Filipino
@jowierivero lets just be honest..we both know leni is the only one that can pull an upset...but for the pres. Its duterte/poe/binay not mar,0,English
RT @BatchiFckngLuna: From Santiago to Duterte. Damn it. Bakit hindi na lang kasi silang dalwa yung tandem. Pinapahirapan pa 'ko jusko. #Du…,1,English
What a drama queen. Para kang si Binay. #iiyaknayan https://t.co/uy8oU7Jskt,1,English
Di ako #du30 pero grabe PNoy. HAHAHAHAH ganyan ka pala kababa. #notoroxas #yellowpropaganda  https://t.co/G54fVBaoM4,1,n/a
"If you hate Binay or if you hate Duterte, then hindi niyo talaga na gets yung Debate.",0,English
Wag kang mag alala roxas ?? pagnanalo si du30 popondohan nya yung business nyong tsinelas ni korina ?? chill kalang,0,Filipino
"Only Binay? Karen Davila be like, 'Expound'. #Eleksyon2016",0,English
Ginagaya ni Paris yung batang naiyak sa commercial ni Binay! Hahahaha,0,Filipino
@Politiko_Ph Puro ka kalokohan MarRoxas wala kang alam sabhn kundi puro pani2ra sa kapwa mo papogi ka #OnlyBinayPriority4Ps,1,Filipino
"36. Kapag si Binay ay nagronda sa gabi, makikita mo ba siya?",1,Filipino
"3 days straight na exposed sa init, ano napala? Edi eto nognog na kagaya ni binay. Dafuck ??",1,n/a
"Si Binay: nognog, pandak, laki sa hirap. Si @AerielleArlg: pango, pandak, rak na rak.",1,n/a
Maka-RoRo sa taas Maka-RoRo din sa baba #PHVoteRoxas #Roxas #LabanLeni #PHVoteMarLeni #MayoNaRoxasNa #WeAreForMar #RoxasRobredo,0,English
"@aisaraaap magpakatotoo tayo beh. Kahit corrupt si tatay, Binay pa rin. ??",1,Filipino
binay pakibigyan nalang sila ng cake,0,Filipino
"Front page: Binay's lead narrows, Duterte up in latest BW-SWS survey | Full story at https://t.co/fJMTYQzWZH https://t.co/JhZCCqayLF",0,English
@PhilippineStar lahat kaya ni VP Binay nalagpasan nya nga yung pangungulila yan pa ba mga binabato nyo sakanya #OnlyBinayInMakatiSanKaPa,0,Filipino
Humabol si Mar Roxas ;--;,1,English
"Binay: We need to increase IRA for 4th, 5th class municipalities. We must empower local government units, make them accountable. #PHvote",0,English
"Mar Roxas knows Grace Poe's number. Nagpapresscon pa talaga, sana tinawagan niya. Papansin masyado. Drama queen. #disente",1,Filipino
